MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_SalePrice,pt_SalePrice,AgebySale,GarageAge,RemodAge,bin_BsmtFullBath,bin_BsmtHalfBath,bin_HalfBath,bin_FullBath,bin_KitchenAbvGr,bin_BedroomAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,TotalBath,bin_TotalBath,log_LotFrontage,log_LotArea,log_MasVnrArea,log_BsmtFinSF2,log_1stFlrSF,log_GrLivArea,log_WoodDeckSF,log_OpenPorchSF,log_ScreenPorch,log_PoolArea,log_MiscVal,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,TotalLivArea,TotalFlrSF,TotalPorchSF,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,ord_LotShape,ord_LandSlope,ord_ExterQual,ord_ExterCond,ord_BsmtQual,ord_BsmtCond,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_HeatingQC,ord_Electrical,ord_KitchenQual,ord_Functional,ord_FireplaceQu,ord_GarageFinish,ord_GarageQual,ord_GarageCond,ord_PavedDrive,ord_PoolQC,ord_Fence,bin_LotShape,bin_LandSlope,bin_ExterCond,bin_BsmtCond,bin_HeatingQC,bin_Electrical,bin_Functional,bin_GarageQual,bin_GarageCond,bin_PoolQC,bin_Fence,bin_OverallQual,bin_OverallCond,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,bin_MSSubClass,bin_Neighborhood,bin_Condition1,bin_Condition2,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,bin_Foundation,bin_Heating,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition
60,RL,85.0,11924,Pave,No alley access,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,998,Unf,0,177,1175,GasA,Ex,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005.0,Fin,3,736,TA,TA,Y,147,21,0,0,0,0,No Pool,No Fence,None,0,7,2006,New,Partial,345000,12.751299696013497,9.77986082238373,1,1.0,0,1,0,0,1,0,2,5,2,3,4.0,6,4.454347296253507,9.386392315756542,5.659482215759621,0.0,7.075808863978387,7.751475318021456,4.997212273764115,3.091042453358316,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,3322,3499,21,8.108623268354595,8.160518247477505,3.091042453358316,IR1,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,6,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,NridgHt,Norm,Norm,2Story,Hip,CompShg,WdShing,Wd Shng,PConc,GasA,BuiltIn,None,New,Partial
20,RL,71.0,12968,Pave,No alley access,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737,Unf,0,175,912,GasA,TA,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,4,Typ,0,No Fireplace,Detchd,1962.0,Unf,1,352,TA,TA,Y,140,0,0,0,176,0,No Pool,No Fence,None,0,9,2008,WD,Normal,144000,11.877568578558138,9.269281612981594,46,46.0,46,1,0,0,0,0,0,0,0,1,2.0,2,4.276666119016055,9.470317173335742,0.0,0.0,6.816735880594968,6.816735880594968,4.948759890378168,0.0,5.176149732573829,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1649,1824,176,7.408530566894626,7.509335266016592,5.176149732573829,IR2,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,IR23,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,3,IR23,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,Sawyer,Norm,Norm,1Story,Hip,CompShg,HdBoard,Plywood,CBlock,GasA,Detchd,None,WD,Normal
20,RL,91.0,10652,Pave,No alley access,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1494,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,840,TA,TA,Y,160,33,0,0,0,0,No Pool,No Fence,None,0,8,2007,New,Partial,279500,12.540757571577291,9.658600977000248,1,1.0,0,0,0,0,1,0,1,3,1,3,2.0,2,4.5217885770490405,9.273596821611198,5.726847747587197,0.0,7.3098814858247865,7.3098814858247865,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1494,2988,33,7.3098814858247865,8.002694162283937,3.5263605246161616,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,New,Partial
20,RL,73.0,10920,Pave,No alley access,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733,Unf,0,520,1253,GasA,TA,Y,SBrkr,1253,0,0,1253,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1,352,TA,TA,Y,0,213,176,0,0,0,No Pool,GdWo,None,0,5,2008,WD,Normal,157000,11.964001084330445,9.320661660668042,48,48.0,48,1,0,1,0,0,0,1,1,1,2.5,3,4.30406509320417,9.298442820197728,5.3612921657094255,0.0,7.134093721192866,7.134093721192866,0.0,5.365976015021851,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1986,2506,389,7.594381242551817,7.826842098158293,5.966146739123692,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,Fa,RFn,TA,TA,Y,No Pool,GdWo,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,3,2,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,20,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Attchd,None,WD,Normal
45,RM,51.0,6120,Pave,No alley access,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Ex,Y,FuseA,854,0,0,854,0,0,1,0,2,1,TA,5,Typ,0,No Fireplace,Detchd,1991.0,Unf,2,576,TA,TA,Y,48,112,0,0,0,0,No Pool,GdPrv,None,0,7,2007,WD,Normal,132000,11.790557201568507,9.217361406210372,78,16.0,6,0,0,0,0,0,0,1,0,2,1.0,0,3.9512437185814275,8.71948076085107,0.0,0.0,6.75110146893676,6.75110146893676,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,854,1686,112,6.75110146893676,7.430707082545968,4.727387818712341,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,FuseA,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,GdPrv,Reg,Gtl,TA,TA,Ex,FuseA,Typ,TA,TA,No Pool,GdPrv,4,5,Reg,Gtl,TA,TA,Ex,FuseA,Typ,TA,TA,No Pool,GdPrv,other,BrkSide,Norm,Norm,other,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Detchd,None,WD,Normal
20,RL,73.0,11241,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578,Unf,0,426,1004,GasA,Ex,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,Shed,700,3,2010,WD,Normal,149000,11.911701584927597,9.289595224410043,40,40.0,40,1,0,0,0,0,0,1,1,2,2.0,2,4.30406509320417,9.32741204356202,5.198497031265826,0.0,6.912742820493176,6.912742820493176,0.0,0.0,0.0,0.0,6.55250788703459,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1582,2008,0,7.367077059881012,7.605392364814935,0.0,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,3,4,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NAmes,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Attchd,Shed,WD,Normal
90,RL,72.0,10791,Pave,No alley access,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,GasA,TA,Y,SBrkr,1296,0,0,1296,0,0,2,0,2,2,TA,6,Typ,0,No Fireplace,CarPort,1967.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,Shed,500,10,2006,WD,Normal,90000,11.407564949312402,8.986470321500303,39,39.0,39,0,0,0,1,1,0,2,0,2,2.0,2,4.290459441148391,9.286560397887591,0.0,0.0,7.167809184316444,7.167809184316444,0.0,0.0,0.0,0.0,6.2166061010848646,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1296,1296,0,7.167809184316444,7.167809184316444,0.0,Reg,Gtl,TA,TA,No Basement,No Basement,No Basement,No Basement,No Basement,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,NoPo,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,1,2,Reg,Gtl,TA,NoPo,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,90,Sawyer,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,Slab,GasA,other,Shed,WD,Normal
20,RL,66.0,13695,Pave,No alley access,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,0,468,1114,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,1,3,1,Gd,6,Typ,0,No Fireplace,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,102,0,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,159000,11.976659481202368,9.328170229988181,4,4.0,4,1,0,1,0,0,1,2,0,2,2.5,3,4.204692619390966,9.524859098381523,0.0,0.0,7.016609683894219,7.016609683894219,0.0,4.634728988229636,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1760,2228,102,7.473637108496206,7.709308333385869,4.634728988229636,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,2,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,SawyerW,other,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Detchd,None,WD,Normal
20,RL,70.0,7560,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,0,525,1029,GasA,TA,Y,SBrkr,1339,0,0,1339,0,0,1,0,3,1,TA,6,Min1,0,No Fireplace,Attchd,1958.0,Unf,1,294,TA,TA,Y,0,0,0,0,0,0,No Pool,MnPrv,None,0,5,2009,COD,Abnorml,139000,11.842229212112828,9.248218165846643,51,51.0,44,0,0,0,0,0,1,2,0,1,1.0,0,4.2626798770413155,8.93075873555827,0.0,0.0,7.200424892944957,7.200424892944957,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1843,2368,0,7.519692404116539,7.7702232041587855,0.0,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,SBrkr,TA,Min1,No Fireplace,Unf,TA,TA,Y,No Pool,MnPrv,Reg,Gtl,TA,TA,TA,SBrkr,Min1,TA,TA,No Pool,MnPrv,2,3,Reg,Gtl,TA,TA,TA,SBrkr,Min1,TA,TA,No Pool,MnPrv,20,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,Plywood,CBlock,GasA,Attchd,None,COD,Abnorml
60,RL,101.0,14215,Pave,No alley access,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,240,154,0,0,0,0,No Pool,No Fence,None,0,11,2006,New,Partial,325300,12.692503112461443,9.74610947347531,1,1.0,0,0,0,1,1,0,2,5,1,3,3.5,5,4.624972813284271,9.562123369834488,5.942799375126701,0.0,7.055312843339752,7.773594467360194,5.484796933490655,5.043425116919247,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2376,3534,154,7.773594467360194,8.170468578330674,5.043425116919247,IR1,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,NridgHt,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,BuiltIn,None,New,Partial
45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,637,637,GasA,Ex,Y,FuseF,1108,0,0,1108,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0,0,205,0,0,0,No Pool,GdPrv,None,0,6,2007,WD,Normal,139400,11.845102777308561,9.249932120135842,77,77.0,57,0,0,0,0,0,1,2,1,1,1.0,0,4.060443010546419,8.915969311373605,0.0,0.0,7.011213987350367,7.011213987350367,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1108,1745,205,7.011213987350367,7.465082736399547,5.327876168789581,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,FuseF,Gd,Typ,Gd,Unf,TA,TA,N,No Pool,GdPrv,Reg,Gtl,TA,TA,Ex,MiFuPF,Typ,TA,TA,No Pool,GdPrv,4,4,Reg,Gtl,TA,TA,Ex,MiFuPF,Typ,TA,TA,No Pool,GdPrv,other,IDOTRR,Norm,Norm,other,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Attchd,None,WD,Normal
20,RL,75.0,9742,Pave,No alley access,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,No Pool,No Fence,None,0,9,2008,WD,Normal,230000,12.345834587905333,9.545339564948385,6,6.0,6,0,0,0,1,0,1,3,1,2,2.0,2,4.330733340286331,9.184304357425342,5.641907070938114,0.0,7.493317248862145,7.493317248862145,5.147494476813453,5.075173815233827,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1795,3572,159,7.493317248862145,8.181160858023409,5.075173815233827,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,CollgCr,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
120,RM,44.0,4224,Pave,No alley access,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,129900,11.77452020265869,9.207770506540108,31,31.0,31,1,0,0,0,0,1,2,1,2,2.0,2,3.8066624897703196,8.348774539791274,0.0,0.0,6.966967138613983,6.966967138613983,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1900,2100,110,7.550135342488429,7.650168700845001,4.709530201312334,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,120,MeadowV,Norm,Norm,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,Attchd,None,WD,Normal
20,RL,71.0,8246,Pave,No alley access,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,406,90,0,0,0,0,No Pool,MnPrv,None,0,5,2010,WD,Normal,154000,11.944707881395766,9.30920955105342,42,42.0,9,1,0,0,0,0,1,2,1,1,2.0,2,4.276666119016055,9.017604776833355,0.0,6.505784060128229,6.966967138613983,6.966967138613983,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1916,2120,90,7.558516743045645,7.659642954564682,4.51085950651685,IR1,Gtl,TA,Gd,TA,TA,Mn,Rec,ALQ,Ex,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,No Pool,MnPrv,IR1,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,2,5,IR1,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,20,Sawyer,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Attchd,None,WD,Normal
20,RL,110.0,14230,Pave,No alley access,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,256300,12.454103912352162,9.60836913438906,2,2.0,2,0,0,0,1,0,1,3,1,3,2.0,2,4.709530201312334,9.56317796268366,6.46302945692067,0.0,7.3783837129967145,7.3783837129967145,0.0,4.04305126783455,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1600,3166,56,7.3783837129967145,8.06054004653864,4.04305126783455,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
20,RL,60.0,7200,Pave,No alley access,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,No Fireplace,Detchd,2005.0,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,No Pool,No Fence,None,0,5,2010,WD,Normal,134800,11.811547477460344,9.229904470868421,59,5.0,10,0,1,0,0,0,1,1,0,2,1.5,1,4.110873864173311,8.881975184248867,0.0,6.18826412308259,6.803505257608338,6.803505257608338,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1620,1800,32,7.390798521735676,7.496097345175956,3.4965075614664802,Reg,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,TA,SBrkr,Gd,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NAmes,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Detchd,None,WD,Normal
20,RL,98.0,11478,Pave,No alley access,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,No Pool,No Fence,None,0,5,2010,WD,Normal,306000,12.631340380934517,9.710907876968108,3,2.0,2,1,0,0,1,0,1,3,1,3,3.0,4,4.59511985013459,9.348274558065496,5.303304908059076,0.0,7.4413203897176174,7.4413203897176174,0.0,3.9318256327243257,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2922,3408,50,7.980365765111246,8.134174272137903,3.9318256327243257,Reg,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
20,RL,47.0,16321,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,No Pool,No Fence,None,0,12,2006,WD,Normal,207500,12.24288661865289,9.48513109840686,49,49.0,9,1,0,0,0,0,0,2,2,1,2.0,2,3.871201010907891,9.700269170029188,0.0,0.0,7.3783837129967145,7.3783837129967145,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,2877,3084,258,7.964850887447313,8.034306936339489,5.556828061699537,IR1,Gtl,TA,TA,TA,TA,Gd,BLQ,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,3,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Attchd,None,WD,Normal
