bin_MSSubClass,MSZoning,Street,Alley,LandContour,LotConfig,bin_Neighborhood,bin_Condition1,bin_Condition2,BldgType,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,MasVnrType,bin_Foundation,bin_Heating,CentralAir,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,ord_ExterQual,ord_BsmtQual,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_KitchenQual,ord_FireplaceQu,ord_GarageFinish,ord_PavedDrive,bin_OverallQual,bin_OverallCond,bin_BsmtFullBath,bin_BsmtHalfBath,bin_FullBath,bin_HalfBath,bin_BedroomAbvGr,bin_KitchenAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,bin_TotalBath,AgebySale,GarageAge,RemodAge,log_LotFrontage,log_LotArea,log_MasVnrArea,BsmtFinSF1,log_BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,log_1stFlrSF,2ndFlrSF,LowQualFinSF,log_GrLivArea,GarageArea,log_WoodDeckSF,log_OpenPorchSF,EnclosedPorch,3SsnPorch,log_ScreenPorch,log_PoolArea,log_MiscVal,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,SalePrice,log_SalePrice
50,C (all),Pave,No alley access,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,None,COD,Abnorml,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Reg,Gtl,GdEx,TA,TA,FuseA,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,TA,No Fireplace,RFn,Y,1,1,0,0,0,0,0,0,2,0,2,0,90,30.0,60,4.110873864173311,8.922791623969637,0.0,0,0.0,698,698,6.54965074223381,430,0,7.029087564149662,528,3.4339872044851463,0.0,164,0,0.0,0.0,0.0,7.029087564149662,7.510430556378006,5.10594547390058,68400,11.133128103610641
20,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,No Fireplace,RFn,Y,4,2,1,0,1,0,1,0,2,0,2,4,7,7.0,7,4.219507705176107,9.191055610564316,4.709530201312334,788,0.0,785,1573,7.3613754289773485,0,0,7.3613754289773485,544,0.0,4.290459441148391,0,0,0.0,0.0,0.0,7.767263996757308,8.054204897064407,4.290459441148391,227000,12.332705296463539
20,RL,Pave,No alley access,Lvl,CulDSac,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,1,0,0,1,0,1,1,1,0,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,GdEx,GdEx,No Pool,No Fence,TA,Gd,No,ALQ,Unf,TA,TA,Fin,Y,4,2,1,0,1,0,0,0,2,1,2,4,16,16.0,16,3.9318256327243257,8.99342737041261,4.007333185232471,1053,0.0,256,1309,7.200424892944957,0,0,7.200424892944957,484,0.0,4.07753744390572,0,0,4.51085950651685,0.0,0.0,7.780303087908373,7.88193748927207,5.003946305945459,180000,12.100712129872347
20,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,0,0,0,1,0,1,1,1,1,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,Mn,LwQ,Rec,Gd,No Fireplace,Unf,Y,2,4,0,0,1,0,1,0,1,0,2,2,32,32.0,1,4.127134385045092,9.082620630373812,0.0,532,4.976733742420574,364,1040,6.947937068614969,0,0,6.947937068614969,484,0.0,0.0,0,0,5.666426688112432,0.0,0.0,7.448333860897476,7.640603826393634,5.666426688112432,150500,11.921718363171067
90,RL,Pave,No alley access,Low,Corner,Mitchel,Norm,Norm,Duplex,2Story,other,CompShg,MetalSd,Wd Shng,None,CBlock,GasA,Y,No Garage,None,WD,Normal,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,TA,TA,Av,Unf,Unf,TA,No Fireplace,No Garage,Y,3,2,0,0,1,1,2,1,4,0,0,4,39,39.0,39,4.553876891600541,9.148571345578551,0.0,0,0.0,912,912,6.816735880594968,912,0,7.509335266016592,0,4.859812404361672,0.0,0,0,0.0,0.0,0.0,7.509335266016592,7.914617709040679,0.0,139000,11.842229212112828
50,RL,Pave,No alley access,Lvl,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,Detchd,None,WD,Normal,0,1,0,1,0,1,0,1,0,1,1,0,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Min2,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,Gd,Gd,Unf,Y,3,4,0,0,1,0,2,0,5,1,1,2,91,41.0,20,3.9318256327243257,9.173572647783969,0.0,0,0.0,804,804,7.438383530044307,748,0,7.803026643632217,336,5.60947179518496,0.0,42,0,4.762173934797756,0.0,0.0,7.803026643632217,8.087025470667701,5.0689042022202315,169000,12.037653993905211
50,RM,Pave,No alley access,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Reg,Gtl,PoFa,TA,Ex,MiFuPF,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,TA,Gd,Unf,Y,3,3,0,0,0,0,2,0,2,1,1,0,70,70.0,59,3.9318256327243257,8.699681400989514,0.0,0,0.0,780,780,6.716594773520978,587,0,7.253470382684528,280,3.828641396489095,0.0,0,0,0.0,0.0,0.0,7.253470382684528,7.693025748417888,0.0,132500,11.794337924408413
20,RL,Pave,No alley access,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,1,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Rec,TA,Gd,Unf,Y,3,2,1,0,0,1,1,0,2,2,2,3,47,47.0,47,4.394449154672439,9.189218875354072,6.113682179832232,569,4.406719247264253,678,1328,7.192182058713246,0,0,7.192182058713246,528,0.0,3.295836866004329,0,0,0.0,0.0,0.0,7.590346945602565,7.884952945759814,3.295836866004329,143000,11.870599909242044
20,RL,Pave,No alley access,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,MoSe,GdEx,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,Av,Rec,Unf,TA,No Fireplace,Unf,N,2,2,0,1,1,0,2,0,3,0,2,3,42,42.0,42,4.394449154672439,10.505094936455558,6.432940092739179,812,0.0,812,1624,7.367077059881012,0,0,7.367077059881012,390,5.1298987149230735,5.293304824724492,0,0,0.0,0.0,0.0,7.781138509845015,8.073091199693154,5.293304824724492,190000,12.154779351142624
120,RL,Pave,No alley access,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Ex,Ex,Fin,Y,5,2,1,0,1,0,0,0,1,1,2,4,9,9.0,9,3.713572066704308,8.642062173462106,0.0,1158,0.0,343,1501,7.414572881350589,0,0,7.414572881350589,499,5.3612921657094255,4.0943445622221,0,0,0.0,0.0,0.0,7.943782692458625,8.058643712215618,4.0943445622221,278000,12.535376392672774
60,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,None,New,Partial,1,1,0,1,1,0,0,0,0,1,1,0,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Mn,Unf,Unf,Ex,Gd,Fin,Y,5,2,0,0,1,1,1,0,4,1,3,3,0,0.0,0,4.465908118654584,9.311632623458054,6.670766320845874,0,0.0,1085,1085,7.02197642307216,850,0,7.58629630715272,753,5.181783550292085,4.31748811353631,0,0,0.0,0.0,0.0,7.58629630715272,8.024862150286411,4.31748811353631,281000,12.546109948315882
80,RL,Pave,No alley access,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,Av,GLQ,Unf,TA,Gd,RFn,Y,2,4,1,0,0,0,1,0,2,1,2,2,46,46.0,46,4.30406509320417,9.554851637414007,4.465908118654584,1014,0.0,138,1152,7.050122520269059,0,0,7.050122520269059,484,5.429345628954441,0.0,0,0,0.0,0.0,0.0,7.681099001536359,7.742835955430749,0.0,180500,12.103486056755072
160,RM,Pave,No alley access,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,Detchd,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Unf,TA,No Fireplace,Unf,Y,2,4,0,0,1,1,1,0,2,0,1,3,37,37.0,37,3.091042453358316,7.427144133408616,5.594711379601839,231,0.0,399,630,6.447305862541213,672,0,7.172424577124845,264,5.225746673713202,0.0,0,0,0.0,0.0,0.0,7.335633981927201,7.566828479208331,0.0,119500,11.691071650353702
70,RM,Pave,No alley access,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,other,GasA,N,Attchd,None,WD,Normal,0,1,0,0,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Min2,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,TA,No Fireplace,RFn,Y,2,1,0,0,1,0,2,1,5,0,1,2,117,24.0,44,4.110873864173311,8.79497643168877,0.0,0,0.0,994,994,7.229113877793302,994,0,7.771910256435763,432,0.0,5.662960480135946,0,0,0.0,0.0,0.0,7.771910256435763,8.121777419161074,5.662960480135946,107500,11.585246126549855
60,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,1,0,0,1,0,0,1,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,TA,Gd,No,GLQ,Unf,TA,TA,RFn,Y,4,2,0,0,1,1,2,0,4,1,2,3,30,30.0,30,4.3694478524670215,9.224341891611996,0.0,194,0.0,638,832,6.725033642166843,832,0,7.417580402414544,528,0.0,3.367295829986474,0,0,5.560681631015528,0.0,0.0,7.527793987721444,7.822845290279774,5.662960480135946,162900,12.000891794590137
20,RL,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Rec,Unf,TA,No Fireplace,Unf,N,2,4,1,0,0,0,0,0,1,0,2,2,51,49.0,16,4.110873864173311,9.00859131751613,0.0,167,0.0,697,864,6.762729506931879,0,0,6.762729506931879,572,0.0,0.0,0,0,0.0,0.0,0.0,6.939253946041508,7.455298485683291,0.0,115000,11.652687407345388
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,TA,TA,Av,BLQ,Unf,TA,No Fireplace,RFn,Y,2,2,1,0,0,1,1,0,1,0,1,3,38,38.0,38,4.2626798770413155,9.036106025364846,5.1298987149230735,1016,0.0,36,1052,6.959398512133975,0,0,6.959398512133975,288,5.877735781779639,0.0,0,0,0.0,0.0,0.0,7.634820677745543,7.652070746116482,0.0,138500,11.83862560460953
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,1,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnPrv,TA,TA,Mn,ALQ,Unf,TA,No Fireplace,RFn,Y,2,3,1,0,1,0,1,0,2,0,2,4,45,45.0,45,4.394449154672439,9.071193240566025,5.003946305945459,776,0.0,344,1120,7.029087564149662,0,0,7.029087564149662,525,5.262690188904886,3.044522437723423,123,0,0.0,0.0,0.0,7.552237287560802,7.718240951959316,4.969813299576001,155000,11.951180395901384
other,RM,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Basment,None,New,Partial,1,0,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,Gd,GLQ,Unf,TA,No Fireplace,Fin,Y,3,2,1,0,1,0,0,0,1,0,2,4,1,1.0,0,3.58351893845611,8.209580483475577,4.418840607796598,547,0.0,0,547,6.9782137426306985,0,0,6.9782137426306985,525,0.0,3.8066624897703196,0,0,0.0,0.0,0.0,7.3901814282264295,7.3901814282264295,3.8066624897703196,140000,11.84939770159144
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,0,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,TA,TA,No,LwQ,Rec,Gd,No Fireplace,RFn,Y,2,4,1,0,0,1,1,0,2,0,1,3,51,51.0,16,4.330733340286331,8.922791623969637,0.0,340,6.810142450115136,0,1246,7.1284959456800365,0,0,7.1284959456800365,305,5.389071729816501,0.0,0,0,0.0,0.0,0.0,7.821242083523558,7.821242083523558,0.0,154000,11.944707881395766
60,RL,Pave,No alley access,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,0,0,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,TA,Fin,Y,4,2,0,0,1,1,1,0,5,1,2,3,10,10.0,10,4.189654742026425,9.283869605264298,5.84354441703136,694,0.0,284,978,6.913737350659685,978,0,7.592870287844818,490,0.0,0.0,0,0,0.0,0.0,0.0,7.8928255262511176,7.993619994827744,0.0,225000,12.323855681186558
70,RL,Pave,No alley access,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,0,0,0,0,1,0,1,1,1,0,0,IR1,Gtl,TA,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,BLQ,Unf,Gd,Gd,Unf,P,3,4,0,0,0,0,1,0,3,2,1,0,67,67.0,59,4.31748811353631,8.922791623969637,0.0,547,0.0,224,771,6.625392368007956,741,0,7.3098814858247865,213,0.0,0.0,0,0,5.41610040220442,0.0,0.0,7.621684998724611,7.725771441587952,5.41610040220442,177500,12.086725887897607
60,RL,Pave,No alley access,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,TA,RFn,Y,5,2,1,0,1,1,2,0,4,1,3,5,12,12.0,12,4.532599493153256,9.222367752188902,5.971261839790462,740,0.0,425,1165,7.093404625868766,1323,0,7.834788107388194,844,5.736572297479192,4.3694478524670215,0,0,0.0,0.0,0.0,8.09162741160107,8.213923595622743,4.3694478524670215,290000,12.577636201962656
20,RL,Pave,No alley access,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Av,Unf,Unf,Gd,No Fireplace,RFn,Y,4,2,0,0,1,0,1,0,3,0,3,2,1,1.0,1,4.30406509320417,9.069813136839207,5.43372200355424,0,0.0,1616,1616,7.388327859577107,0,0,7.388327859577107,834,5.342334251964811,4.0943445622221,0,0,0.0,0.0,0.0,7.388327859577107,8.081165777725433,4.0943445622221,232000,12.354492650648448
160,RM,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Detchd,None,WD,Normal,1,1,0,0,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,Gd,Gd,No,Unf,Unf,Gd,No Fireplace,Unf,Y,4,2,0,0,1,0,1,0,3,0,2,2,2,2.0,2,3.4965075614664802,8.120886021092838,4.770684624465665,0,0.0,976,976,6.884486652042782,732,0,7.443663683115591,380,0.0,3.713572066704308,0,0,0.0,0.0,0.0,7.443663683115591,7.895436006942965,3.713572066704308,130000,11.77528972943772
20,RL,Pave,No alley access,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Ex,No,GLQ,Unf,Ex,Ex,Fin,Y,6,2,1,0,1,0,0,0,2,2,2,4,3,3.0,2,4.6913478822291435,9.486000469200638,5.707110264748875,1572,0.0,80,1652,7.410347097821024,0,0,7.410347097821024,840,6.003887067106539,4.634728988229636,0,0,0.0,0.0,0.0,8.078688229229872,8.103191752285786,4.634728988229636,325000,12.691580461311874
120,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,None,New,Partial,1,0,0,1,1,0,0,0,0,1,1,0,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,Unf,Unf,Gd,Gd,RFn,Y,4,2,0,0,1,0,0,0,2,1,2,2,1,1.0,0,3.8918202981106265,8.847359875474174,4.553876891600541,0,0.0,1368,1368,7.221835825288449,0,0,7.221835825288449,474,4.890349128221754,3.58351893845611,0,0,0.0,0.0,0.0,7.221835825288449,7.914617709040679,3.58351893845611,202500,12.218495165528731
20,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,No,ALQ,Unf,TA,No Fireplace,Unf,Y,2,2,1,0,0,0,1,0,1,0,2,2,15,9.0,14,4.110873864173311,8.996280439395015,0.0,746,0.0,244,990,6.898714534329988,0,0,6.898714534329988,480,0.0,4.174387269895637,0,0,0.0,0.0,0.0,7.459914766241105,7.591357046698551,4.174387269895637,138000,11.835008964139341
20,RM,Pave,No alley access,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,0,0,0,1,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnGdWo,TA,TA,No,GLQ,ALQ,Gd,No Fireplace,Unf,Y,2,4,1,0,0,0,0,0,2,0,2,2,60,60.0,3,4.61512051684126,9.392745258631441,0.0,144,6.411818267709897,172,924,7.023758954738443,0,0,7.023758954738443,528,0.0,3.6109179126442243,0,0,0.0,0.0,0.0,7.536363938404511,7.624130585661289,3.6109179126442243,147000,11.898187865760873
20,RL,Pave,No alley access,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,TA,Gd,No,GLQ,Unf,Gd,No Fireplace,RFn,Y,3,2,1,0,1,0,1,0,2,0,2,4,17,17.0,17,4.212127597878484,8.875426919818963,4.48863636973214,1200,0.0,78,1278,7.166265974133638,0,0,7.166265974133638,496,4.727387818712341,3.9512437185814275,0,0,0.0,0.0,0.0,7.822044008185619,7.8528278122817445,3.9512437185814275,179200,12.096257779522967
20,RL,Pave,No alley access,Lvl,Inside,Crawfor,other,Norm,1Fam,1Story,Gable,CompShg,BrkFace,HdBoard,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Av,GLQ,Unf,Ex,TA,Fin,Y,4,5,1,0,1,0,1,0,3,2,2,4,51,51.0,8,4.61512051684126,9.770013301136158,0.0,1406,0.0,496,1902,7.551186867296149,0,0,7.551186867296149,567,0.0,5.337538079701318,162,0,0.0,0.0,0.0,8.104401307921613,8.244071270295786,5.91350300563827,335000,12.721885810807203
20,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,New,Partial,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,No Fireplace,RFn,Y,4,2,1,0,1,0,1,0,2,0,2,4,2,2.0,0,4.23410650459726,9.08421009483197,4.394449154672439,925,0.0,349,1274,7.150701457592526,0,0,7.150701457592526,508,5.579729825986222,4.59511985013459,0,0,0.0,0.0,0.0,7.696212639346407,7.8434564043761155,4.59511985013459,203000,12.220961258023925
60,RL,Pave,No alley access,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,GdEx,GdEx,No Pool,No Fence,Gd,Ex,No,GLQ,Unf,Gd,Ex,RFn,Y,5,2,0,0,1,1,2,0,5,1,2,3,17,17.0,17,4.5217885770490405,9.166701914946353,5.820082930352362,482,0.0,971,1453,7.282073658093465,1357,0,7.941295570906532,750,6.2166061010848646,0.0,0,0,0.0,0.0,0.0,8.099554282376364,8.357962965845681,0.0,302000,12.618182296357007
60,RL,Pave,No alley access,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,0,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,Unf,Unf,Gd,TA,Fin,Y,6,2,0,0,1,1,2,0,5,1,3,3,11,11.0,11,4.6913478822291435,9.6006918422743,5.111987788356544,0,0.0,1393,1393,7.260522598089852,1177,0,7.8632667240095735,779,6.505784060128229,3.4339872044851463,0,0,0.0,0.0,0.0,7.8632667240095735,8.292298107063221,3.4339872044851463,333168,12.716402146247475
20,RL,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Rec,Unf,TA,TA,Unf,Y,1,3,1,0,0,0,1,0,1,1,1,2,53,51.0,53,4.110873864173311,9.010791269515602,0.0,732,0.0,216,948,6.855408798609928,0,0,6.855408798609928,280,0.0,3.6109179126442243,0,0,0.0,0.0,0.0,7.427144133408616,7.5480289699350145,3.6109179126442243,119000,11.686878772093667
60,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Fa,Mn,ALQ,LwQ,TA,Gd,Unf,Y,3,2,0,0,1,1,2,0,5,2,2,3,39,39.0,39,4.454347296253507,9.312535884290853,0.0,500,5.6240175061873385,176,952,6.996681488176539,1020,0,7.655864017616056,576,5.638354669333745,0.0,0,0,0.0,0.0,0.0,7.968665700466235,8.027802848370312,0.0,206900,12.239990863733635
